ID,Name,CityName,OblName,Center,PostCode,NalSumLimit
"2,630","Веселое, Краснодарский край",Веселое,Краснодарский край,,354385,без ограничений
"2,631","Виноградный, Анапский р-он, Краснодарский край","Виноградный, Анапский р-он",Краснодарский край,,353422,1.00
"2,059","Витязево, Краснодарский край",Витязево,Краснодарский край,,353417,1.00
"2,051","Владимировка, Краснодарский край",Владимировка,Краснодарский край,,353998,1.00
"2,056","Возрождение, Краснодарский край",Возрождение,Краснодарский край,,353497,1.00
"2,632","Волковка, Краснодарский край",Волковка,Краснодарский край,,354234,без ограничений
"1,593","Выселки, Краснодарский край",Выселки,Краснодарский край,,353100,без ограничений
"2,052","Гайдук, Краснодарский край",Гайдук,Краснодарский край,,353990,1.00
"1,062","Геленджик, Краснодарский край",Геленджик,Краснодарский край,,353460,10000.00
"2,633","Гирей, Краснодарский край",Гирей,Краснодарский край,,352160,1.00
"13,336","Головинка, Краснодарский край",Головинка,Краснодарский край,,,без ограничений
"2,634","Голубицкая, Краснодарский край",Голубицкая,Краснодарский край,,353521,1.00
"2,060","Горный, Краснодарский край",Горный,Краснодарский край,,353996,1.00
"1,066","Горячий Ключ, Краснодарский край",Горячий Ключ,Краснодарский край,,353290,1.00
"13,289","Губская, Мостовской р-н, Краснодарский край","Губская, Мостовской р-н",Краснодарский край,,352552,1.00
"1,300","Гулькевичи, Краснодарский край",Гулькевичи,Краснодарский край,,352190,1.00
"2,047","Дагомыс, Краснодарский край",Дагомыс,Краснодарский край,,354207,без ограничений
"2,635","Двубратский, Краснодарский край",Двубратский,Краснодарский край,,352310,1.00
"2,636","Дедеркой, Краснодарский край",Дедеркой,Краснодарский край,,352814,1.00
"3,007","Дербентский, Краснодарский край",Дербентский,Краснодарский край,,352721,1.00
"1,594","Джубга, Краснодарский край",Джубга,Краснодарский край,,352844,без ограничений
"2,057","Дивноморское, Краснодарский край",Дивноморское,Краснодарский край,,353490,1.00
"1,595","Динская, Краснодарский край",Динская,Краснодарский край,,353200,без ограничений
"13,164","Дружелюбный, Краснодарский край",Дружелюбный,Краснодарский край,,350056,1.00
"1,087","Ейск, Краснодарский край",Ейск,Краснодарский край,,353680,1.00
"1,596","Елизаветинская, Краснодарский край",Елизаветинская,Краснодарский край,,350915,без ограничений
"2,637","Заветный, Краснодарский край",Заветный,Краснодарский край,,352942,1.00
"13,167","Зеленопольский, Краснодарский край",Зеленопольский,Краснодарский край,,,1.00
"13,163","Знаменский, Краснодарский край",Знаменский,Краснодарский край,,350055,1.00
"2,638","Ильский, Краснодарский край",Ильский,Краснодарский край,,353230,1.00
"13,165","Индустриальный, Краснодарский край",Индустриальный,Краснодарский край,,,1.00
"2,054","Кабардинка, Краснодарский край",Кабардинка,Краснодарский край,,353480,1.00
"1,597","Кавказская, Краснодарский край",Кавказская,Краснодарский край,,352140,без ограничений
"2,639","Казанская, Краснодарский край",Казанская,Краснодарский край,,352147,1.00
"1,598","Калининская, Краснодарский край",Калининская,Краснодарский край,,353780,без ограничений
"1,599","Каневская, Краснодарский край",Каневская,Краснодарский край,,353730,без ограничений
"13,162","Колосистый, Краснодарский край",Колосистый,Краснодарский край,,350053,1.00
"2,640","Коноково, Краснодарский край",Коноково,Краснодарский край,,353464,1.00
"1,601","Кореновск, Краснодарский край",Кореновск,Краснодарский край,,353180,без ограничений
"2,641","Красная Поляна, Краснодарский край",Красная Поляна,Краснодарский край,,354392,без ограничений
435,Краснодар,Краснодар,Краснодарский край,*,"350000,350001,350002,350003,350004,350005,350007,350010,350011,350012,350014,350015,350016,350018,350020,350031,350033,350035,350038,350039,350040,350042,350044,350047,350049,350051,350058,350059,350060,350061,350062,350063,350064,350065,350066,350067,350",без ограничений
"2,642","Красносельский, Краснодарский край",Красносельский,Краснодарский край,,352188,1.00
"1,061","Кропоткин, Краснодарский край",Кропоткин,Краснодарский край,,352380,1.00
"1,603","Крыловская, Краснодарский край",Крыловская,Краснодарский край,,352080,без ограничений
"1,059","Крымск, Краснодарский край",Крымск,Краснодарский край,,353380,1.00
"13,341","Кудепста, Краснодарский край",Кудепста,Краснодарский край,,354066,без ограничений
"1,604","Курганинск, Краснодарский край",Курганинск,Краснодарский край,,352430,1.00
"1,605","Кущевская, Краснодарский край",Кущевская,Краснодарский край,,352030,без ограничений
"1,606","Лабинск, Краснодарский край",Лабинск,Краснодарский край,,352500,1.00
"2,046","Лазаревское, Краснодарский край",Лазаревское,Краснодарский край,,354200,без ограничений
"1,607","Ленинградская, Краснодарский край",Ленинградская,Краснодарский край,,353740,без ограничений
"2,643","Лермонтово, Краснодарский край",Лермонтово,Краснодарский край,,352847,1.00
"2,644","Лоо, Краснодарский край",Лоо,Краснодарский край,,354208,без ограничений
"13,166","Лорис, Краснодарский край",Лорис,Краснодарский край,,,1.00
"2,645","Марьянская, Краснодарский край",Марьянская,Краснодарский край,,353823,1.00
"2,646","Медведовская, Краснодарский край",Медведовская,Краснодарский край,,352720,1.00
"1,608","Мостовской, Краснодарский край",Мостовской,Краснодарский край,,352570,без ограничений
"2,053","Мысхако, Краснодарский край",Мысхако,Краснодарский край,,353993,1.00
"2,647","Натухаевская, Краснодарский край",Натухаевская,Краснодарский край,,363982,1.00
"2,648","Небуг, Краснодарский край",Небуг,Краснодарский край,,352831,1.00
"2,649","Нижнебаканский, Краснодарский край",Нижнебаканский,Краснодарский край,,353365,1.00
"1,612","Новодеревянковская, Краснодарский край",Новодеревянковская,Краснодарский край,,353710,без ограничений
"1,609","Новокубанск, Краснодарский край",Новокубанск,Краснодарский край,,352240,3000.00
"2,650","Новоминская, Краснодарский край",Новоминская,Краснодарский край,,353700,1.00
"1,610","Новомихайловский, Краснодарский край",Новомихайловский,Краснодарский край,,352855,без ограничений
"1,611","Новопокровская, Краснодарский край",Новопокровская,Краснодарский край,,353020,без ограничений
436,"Новороссийск, Краснодарский край",Новороссийск,Краснодарский край,,353900,30000.00
"2,651","Новотитаровская, Краснодарский край",Новотитаровская,Краснодарский край,,353210,1.00
"2,652","Октябрьский, Туапсинский р-он, Краснодарский край","Октябрьский, Туапсинский р-он",Краснодарский край,,352818,1.00
"1,639","Ольгинка, Краснодарский край",Ольгинка,Краснодарский край,,352840,без ограничений
"1,613","Отрадная, Краснодарский край",Отрадная,Краснодарский край,,352290,без ограничений
"1,614","Павловская, Краснодарский край",Павловская,Краснодарский край,,352040,без ограничений
"2,653","Пашковский, Краснодарский край",Пашковский,Краснодарский край,,350910,1.00
"1,615","Полтавская, Краснодарский край",Полтавская,Краснодарский край,,353800,без ограничений
"1,063","Приморско-Ахтарск, Краснодарский край",Приморско-Ахтарск,Краснодарский край,,353860,1.00
"2,654","Прочноокопская, Краснодарский край",Прочноокопская,Краснодарский край,,352235,1.00
"1,616","Псебай, Краснодарский край",Псебай,Краснодарский край,,352585,без ограничений
"2,055","Раевская, Краснодарский край",Раевская,Краснодарский край,,353983,1.00
"13,114","Рассвет, Ейский р-н, Краснодарский край","Рассвет, Ейский р-н",Краснодарский край,,353679,1.00
"1,618","Северская, Краснодарский край",Северская,Краснодарский край,,353240,без ограничений
"1,740","Сенной, Краснодарский край",Сенной,Краснодарский край,,353540,без ограничений
"1,064","Славянск-на-Кубани, Краснодарский край",Славянск-на-Кубани,Краснодарский край,,353560,1.00
"13,335","Советквадже, Краснодарский край",Советквадже,Краснодарский край,,354202,без ограничений
"13,340","Солоники, Краснодарский край",Солоники,Краснодарский край,,354233,без ограничений
437,Сочи,Сочи,Краснодарский край,,354000,без ограничений
"1,621","Стародеревянковская, Краснодарский край",Стародеревянковская,Краснодарский край,,353720,без ограничений
"1,619","Староминская, Краснодарский край",Староминская,Краснодарский край,,353600,без ограничений
"1,620","Старомышастовская, Краснодарский край",Старомышастовская,Краснодарский край,,353220,без ограничений
"2,655","Старотитаровская, Краснодарский край",Старотитаровская,Краснодарский край,,353530,1.00
"1,622","Старощербиновская, Краснодарский край",Старощербиновская,Краснодарский край,,353620,без ограничений
"2,656","Тамань, Краснодарский край",Тамань,Краснодарский край,,353556,1.00
"1,623","Тбилисская, Краснодарский край",Тбилисская,Краснодарский край,,352360,без ограничений
"1,065","Темрюк, Краснодарский край",Темрюк,Краснодарский край,,353500,1.00
"1,058","Тимашевск, Краснодарский край",Тимашевск,Краснодарский край,,352700,1.00
203,"Тихорецк, Краснодарский край",Тихорецк,Краснодарский край,,352120,1.00
34,"Туапсе, Краснодарский край",Туапсе,Краснодарский край,,352800,1.00
"2,657","Тюменский, Краснодарский край",Тюменский,Краснодарский край,,352848,1.00
"1,625","Успенское, Краснодарский край",Успенское,Краснодарский край,,352450,без ограничений
"1,251","Усть-Лабинск, Краснодарский край",Усть-Лабинск,Краснодарский край,,352330,1.00
"1,626","Хадыженск, Краснодарский край",Хадыженск,Краснодарский край,,352680,без ограничений
"13,343","Хоста, Краснодарский край",Хоста,Краснодарский край,,354005,без ограничений
"13,338","Чемитоквадже, Краснодарский край",Чемитоквадже,Краснодарский край,,354212,без ограничений
"2,359","Черноморский, Северский р-он, Краснодарский край","Черноморский, Северский р-он",Краснодарский край,,353266,1.00
"13,342","Эсто- Садок, Краснодарский край",Эсто- Садок,Краснодарский край,,,без ограничений
"13,339","Якорная щель, Краснодарский край",Якорная щель,Краснодарский край,,354213,без ограничений
"1,654","Абан, Красноярский край",Абан,Красноярский край,,663740,1.00
843,"Агинское, Красноярский край",Агинское,Красноярский край,,663580,1.00
"1,120","Алыкель, Красноярский край",Алыкель,Красноярский край,,663335,1.00
"1,259","Ачинск, Красноярский край",Ачинск,Красноярский край,,662150,1.00
101,"Байкит, Красноярский край",Байкит,Красноярский край,,648360,1.00
849,"Балахта, Красноярский край",Балахта,Красноярский край,,662340,1.00
869,"Березовка, Красноярский край",Березовка,Красноярский край,,662520,без ограничений
856,"Боготол, Красноярский край",Боготол,Красноярский край,,662060,1.00
860,"Богучаны, Красноярский край",Богучаны,Красноярский край,,663430,1.00
834,"Большая Мурта, Красноярский край",Большая Мурта,Красноярский край,,663060,1.00
858,"Большой Улуй, Красноярский край",Большой Улуй,Красноярский край,,662110,1.00
864,"Бородино, Красноярский край",Бородино,Красноярский край,,663980,1.00
"1,151","Ванавара, Красноярский край",Ванавара,Красноярский край,,648490,1.00
"1,152","Дзержинское, Красноярский край",Дзержинское,Красноярский край,,663700,1.00
845,"Дивногорск, Красноярский край",Дивногорск,Красноярский край,,663090,без ограничений
"1,260","Диксон, Красноярский край",Диксон,Красноярский край,,647340,1.00
828,"Дудинка, Красноярский край",Дудинка,Красноярский край,,647000,1.00
837,"Емельяново, Красноярский край",Емельяново,Красноярский край,,663020,без ограничений
831,"Енисейск, Красноярский край",Енисейск,Красноярский край,,663180,1.00
842,"Ермаковское, Красноярский край",Ермаковское,Красноярский край,,662820,1.00
"2,344","Железногорск, Красноярский край",Железногорск,Красноярский край,,662970,1.00
862,"Заозерный, Красноярский край",Заозерный,Красноярский край,,663960,1.00
865,"Зеленогорск, Красноярский край",Зеленогорск,Красноярский край,,663690,1.00
"2,391","Игарка, Красноярский край",Игарка,Красноярский край,,663200,1.00
839,"Идринское, Красноярский край",Идринское,Красноярский край,,662680,1.00
867,"Иланский, Красноярский край",Иланский,Красноярский край,,663800,1.00
868,"Ирбейское, Красноярский край",Ирбейское,Красноярский край,,663650,1.00
832,"Казачинское, Красноярский край",Казачинское,Красноярский край,,663100,1.00
"1,020","Кайеркан, Красноярский край",Кайеркан,Красноярский край,,663340,1.00
859,"Канск, Красноярский край",Канск,Красноярский край,,663600,1.00
841,"Каратузское, Красноярский край",Каратузское,Красноярский край,,662850,1.00
"1,655","Кедровый, Красноярский край",Кедровый,Красноярский край,,663010,1.00
844,"Кодинск, Красноярский край",Кодинск,Красноярский край,,663490,1.00
853,"Козулька, Красноярский край",Козулька,Красноярский край,,662050,1.00
408,"Краснокаменск, Красноярский край",Краснокаменск,Красноярский край,,662955,1.00
838,"Краснотуранск, Красноярский край",Краснотуранск,Красноярский край,,662660,1.00
278,Красноярск,Красноярск,Красноярский край,*,"660000,660001,660003,660004,660005,660006,660009,660010,660011,660012,660013,660014,660015,660016,660017,660018,660019,660020,660021,660022,660023,660025,660027,660028,660030,660031,660032,660036,660037,660041,660042,660043,660046,660047,660048,660049,660",без ограничений
840,"Курагино, Красноярский край",Курагино,Красноярский край,,662910,1.00
846,"Лесосибирск, Красноярский край",Лесосибирск,Красноярский край,,662540,1.00
"2,658","Манский, Красноярский край",Манский,Красноярский край,,662737,1.00
836,"Минусинск, Красноярский край",Минусинск,Красноярский край,,662600,3000.00
"1,154","Мотыгино, Красноярский край",Мотыгино,Красноярский край,,663400,1.00
854,"Назарово, Красноярский край",Назарово,Красноярский край,,662200,1.00
866,"Нижний Ингаш, Красноярский край",Нижний Ингаш,Красноярский край,,663850,1.00
"2,050","Нижняя Пойма, Красноярский край",Нижняя Пойма,Красноярский край,,663840,1.00
851,"Новобирилюссы, Красноярский край",Новобирилюссы,Красноярский край,,662120,1.00
848,"Новоселово, Красноярский край",Новоселово,Красноярский край,,662430,1.00
279,"Норильск, Красноярский край",Норильск,Красноярский край,,663300,5000.00
"1,155","Партизанское, Красноярский край",Партизанское,Красноярский край,,663540,1.00
833,"Пировское, Красноярский край",Пировское,Красноярский край,,663120,1.00
"13,381","Пролетарский, Красноярский край",Пролетарский,Красноярский край,,,1.00
"1,156","Северо-Енисейский, Красноярский край",Северо-Енисейский,Красноярский край,,663280,1.00
"2,659","Солонцы, Красноярский край",Солонцы,Красноярский край,,,без ограничений
835,"Сосновоборск, Красноярский край",Сосновоборск,Красноярский край,,662500,без ограничений
"1,157","Сухобузимское, Красноярский край",Сухобузимское,Красноярский край,,663040,1.00
26,"Талнах, Красноярский край",Талнах,Красноярский край,,663330,1.00
861,"Тасеево, Красноярский край",Тасеево,Красноярский край,,663770,1.00
829,"Тура, Красноярский край",Тура,Красноярский край,,648000,1.00
"2,392","Туруханск, Красноярский край",Туруханск,Красноярский край,,663230,1.00
"2,370","Тюхтет, Красноярский край",Тюхтет,Красноярский край,,662010,1.00
855,"Ужур, Красноярский край",Ужур,Красноярский край,,662250,1.00
847,"Уяр, Красноярский край",Уяр,Красноярский край,,663920,1.00
"1,656","Филимоново, Красноярский край",Филимоново,Красноярский край,,663620,1.00
"2,393","Хатанга, Красноярский край",Хатанга,Красноярский край,,647460,1.00
850,"Шалинское, Красноярский край",Шалинское,Красноярский край,,663510,1.00
852,"Шарыпово, Красноярский край",Шарыпово,Красноярский край,,662310,1.00
"1,258","Шушенское, Красноярский край",Шушенское,Красноярский край,,662710,1.00
"2,663","Альменево, Курганская обл.",Альменево,Курганская обл.,,641130,1.00
"13,098","Белый яр, Курганская обл.",Белый яр,Курганская обл.,,641306,1.00
"2,661","Глядянское, Курганская обл.",Глядянское,Курганская обл.,,641400,1.00
"2,664","Далматово, Курганская обл.",Далматово,Курганская обл.,,641730,1.00
"2,665","Звериноголовское, Курганская обл.",Звериноголовское,Курганская обл.,,641480,1.00
"2,660","Катайск, Курганская обл.",Катайск,Курганская обл.,,641700,1.00
93,"Курган, Курганская обл.",Курган,Курганская обл.,*,640000,20000.00
694,"Петухово, Курганская обл.",Петухово,Курганская обл.,,641640,1.00
695,"Шадринск, Курганская обл.",Шадринск,Курганская обл.,,641870,1.00
"2,666","Шатрово, Курганская обл.",Шатрово,Курганская обл.,,641960,1.00
"2,662","Шумиха, Курганская обл.",Шумиха,Курганская обл.,,641100,1.00
"13,002","Юргамыш, Курганская обл.",Юргамыш,Курганская обл.,,641200,1.00
"1,757","Ворошнево, Курская обл.",Ворошнево,Курская обл.,,305527,без ограничений
870,"Железногорск, Курская обл.",Железногорск,Курская обл.,,307170,1.00
"2,667","Золотухино, Курская обл.",Золотухино,Курская обл.,,306020,1.00
"2,671","Коренево пос., Курская обл.",Коренево пос.,Курская обл.,,307410,1.00
699,Курск,Курск,Курская обл.,*,305000,без ограничений
335,"Курчатов, Курская обл.",Курчатов,Курская обл.,,307250,1.00
"2,672","Льгов, Курская обл.",Льгов,Курская обл.,,307750,1.00
"2,668","Медвенка, Курская обл.",Медвенка,Курская обл.,,307030,1.00
"2,673","Обоянь, Курская обл.",Обоянь,Курская обл.,,306230,1.00
"2,669","Прямицыно, Курская обл.",Прямицыно,Курская обл.,,307200,1.00
"2,674","Рыльск, Курская обл.",Рыльск,Курская обл.,,"307370,307373,307374",1.00
330,"Суджа, Курская обл.",Суджа,Курская обл.,,307800,1.00
"2,670","Фатеж, Курская обл.",Фатеж,Курская обл.,,307100,1.00
"2,675","Щигры, Курская обл.",Щигры,Курская обл.,,306530,1.00
"1,292","Авиагородок, Ленинградская обл.",Авиагородок,Ленинградская обл.,,,без ограничений
"2,676","Аннино, Ленинградская обл.",Аннино,Ленинградская обл.,,188505,без ограничений
977,"Бокситогорск, Ленинградская обл.",Бокситогорск,Ленинградская обл.,,187650,1.00
"2,677","Большая Ижора, Ленинградская обл.",Большая Ижора,Ленинградская обл.,,188531,без ограничений
"1,291","Бугры, Ленинградская обл.",Бугры,Ленинградская обл.,,188660,без ограничений
"2,678","Васкелово, Ленинградская обл.",Васкелово,Ленинградская обл.,,188696,без ограничений
"2,679","Виллози, Ленинградская обл.",Виллози,Ленинградская обл.,,188508,без ограничений
"2,680","Войсковицы, Ленинградская обл.",Войсковицы,Ленинградская обл.,,188360,без ограничений
"2,681","Волосово, Ленинградская обл.",Волосово,Ленинградская обл.,,188410,1.00
974,"Волхов, Ленинградская обл.",Волхов,Ленинградская обл.,,187400,1.00
980,"Всеволожск, Ленинградская обл.",Всеволожск,Ленинградская обл.,,"188640,188641,188642,188643,188644,188645,188699",без ограничений
971,"Выборг, Ленинградская обл.",Выборг,Ленинградская обл.,,188800,1.00
"2,682","Высоцк, Ленинградская обл.",Высоцк,Ленинградская обл.,,188909,1.00
981,"Гатчина, Ленинградская обл.",Гатчина,Ленинградская обл.,,188300,1.00
"2,683","Горбунки, Ленинградская обл.",Горбунки,Ленинградская обл.,,188502,без ограничений
"2,684","Гурлево, Ленинградская обл.",Гурлево,Ленинградская обл.,,188455,1.00
"13,421","Дубровка, Кировский р-н, Ленинградская обл.","Дубровка, Кировский р-н",Ленинградская обл.,,,1.00
"2,686","Ивангород, Ленинградская обл.",Ивангород,Ленинградская обл.,,188490,1.00
"1,311","Иссад, Ленинградская обл.",Иссад,Ленинградская обл.,,187430,1.00
"2,687","Каменка, Выборгский р-он, Ленинградская обл.","Каменка, Выборгский р-он",Ленинградская обл.,,188827,1.00
"2,688","Каменногорск, Ленинградская обл.",Каменногорск,Ленинградская обл.,,188950,1.00
138,"Кингисепп, Ленинградская обл.",Кингисепп,Ленинградская обл.,,188480,1.00
"2,689","Кирилловское, Ленинградская обл.",Кирилловское,Ленинградская обл.,,188860,1.00
970,"Кириши, Ленинградская обл.",Кириши,Ленинградская обл.,,187110,1.00
973,"Кировск, Ленинградская обл.",Кировск,Ленинградская обл.,,187340,1.00
"13,405","Ковалево, Всеволожский р-он, Ленинградская обл.","Ковалево, Всеволожский р-он",Ленинградская обл.,,,1.00
"2,690","Коммунар, Ленинградская обл.",Коммунар,Ленинградская обл.,,188320,без ограничений
"2,691","Копорье, Ленинградская обл.",Копорье,Ленинградская обл.,,188525,1.00
497,"Красный Бор, Тосненский р-он, Ленинградская обл.","Красный Бор, Тосненский р-он",Ленинградская обл.,,187015,1.00
"2,692","Кузьмолово, Ленинградская обл.",Кузьмолово,Ленинградская обл.,,188663,без ограничений
"2,693","Лаголово, Ленинградская обл.",Лаголово,Ленинградская обл.,,188517,без ограничений
"2,694","Лесное, Ленинградская обл.",Лесное,Ленинградская обл.,,196632,без ограничений
975,"Лодейное Поле, Ленинградская обл.",Лодейное Поле,Ленинградская обл.,,187700,1.00
81,"Луга, Ленинградская обл.",Луга,Ленинградская обл.,,188230,1.00
"2,695","Любань, Ленинградская обл.",Любань,Ленинградская обл.,,187050,1.00
"13,106","Лялицы, Кингисеппский р-он, Ленинградская обл.","Лялицы, Кингисеппский р-он",Ленинградская обл.,,188460,1.00
"2,696","Малая Ижора, Ленинградская обл.",Малая Ижора,Ленинградская обл.,,188530,без ограничений
"2,697","Малое Верево, Ленинградская обл.",Малое Верево,Ленинградская обл.,,188354,без ограничений
"2,698","Малые Колпаны, Ленинградская обл.",Малые Колпаны,Ленинградская обл.,,,без ограничений
"1,286","Мга, Ленинградская обл.",Мга,Ленинградская обл.,,187300,1.00
"1,214","Мурино, Ленинградская обл.",Мурино,Ленинградская обл.,,188662,без ограничений
"2,699","Никольское, Ленинградская обл.",Никольское,Ленинградская обл.,,187026,1.00
"2,700","Новая Ладога, Ленинградская обл.",Новая Ладога,Ленинградская обл.,,187450,1.00
"1,290","Новое Девяткино, Ленинградская обл.",Новое Девяткино,Ленинградская обл.,,188661,без ограничений
"13,058","Новосаратовка, Ленинградская обл.",Новосаратовка,Ленинградская обл.,,188681,без ограничений
"2,701","Новоселье пос., Ленинградская обл.",Новоселье пос.,Ленинградская обл.,,188507,1.00
"2,702","Новый Свет, Ленинградская обл.",Новый Свет,Ленинградская обл.,,188361,без ограничений
"1,582","Ольгино, Ленинградская обл.",Ольгино,Ленинградская обл.,,188501,без ограничений
"2,703","Ополье, Ленинградская обл.",Ополье,Ленинградская обл.,,,1.00
"2,704","Оредеж Лужский р-он, Ленинградская обл.",Оредеж Лужский р-он,Ленинградская обл.,,188220,1.00
984,"Отрадное, Ленинградская обл.",Отрадное,Ленинградская обл.,,187330,1.00
"2,705","Павлово п.г.т., Ленинградская обл.",Павлово п.г.т.,Ленинградская обл.,,187323,без ограничений
"1,212","Парнас, Ленинградская обл.",Парнас,Ленинградская обл.,,188930,без ограничений
"2,706","Первомайское, Ленинградская обл.",Первомайское,Ленинградская обл.,,188855,без ограничений
"2,707","Песочное, Ленинградская обл.",Песочное,Ленинградская обл.,,188852,без ограничений
88,"Пикалево, Ленинградская обл.",Пикалево,Ленинградская обл.,,187600,1.00
"13,107","Поги, Тосненский р-он, Ленинградская обл.","Поги, Тосненский р-он",Ленинградская обл.,,187028,без ограничений
976,"Подпорожье, Ленинградская обл.",Подпорожье,Ленинградская обл.,,187780,1.00
"1,585","Поселок им.Свердлова, Ленинградская обл.",Поселок им.Свердлова,Ленинградская обл.,,188683,без ограничений
700,"Пригородный, Ленинградская обл.",Пригородный,Ленинградская обл.,,188304,1.00
"2,709","Приладожский, Ленинградская обл.",Приладожский,Ленинградская обл.,,187326,без ограничений
945,"Приморск, Ленинградская обл.",Приморск,Ленинградская обл.,,188910,1.00
84,"Приозерск, Ленинградская обл.",Приозерск,Ленинградская обл.,,188760,1.00
"2,710","Рощино, Ленинградская обл.",Рощино,Ленинградская обл.,,188820,без ограничений
"2,711","Русско-Высоцкое, Ленинградская обл.",Русско-Высоцкое,Ленинградская обл.,,188516,без ограничений
"2,712","Светогорск, Ленинградская обл.",Светогорск,Ленинградская обл.,,188990,1.00
119,"Семеново, Ленинградская обл.",Семеново,Ленинградская обл.,,187621,1.00
"1,209","Сертолово, Ленинградская обл.",Сертолово,Ленинградская обл.,,188650.188655,без ограничений
"2,713","Сиверский, Ленинградская обл.",Сиверский,Ленинградская обл.,,188330,без ограничений
"2,714","Синявино, Ленинградская обл.",Синявино,Ленинградская обл.,,187322,без ограничений
982,"Сланцы, Ленинградская обл.",Сланцы,Ленинградская обл.,,188560,1.00
"2,715","Советский, Ленинградская обл.",Советский,Ленинградская обл.,,188918,1.00
"2,716","Сосново пос., Ленинградская обл.",Сосново пос.,Ленинградская обл.,,188730,без ограничений
979,"Сосновый Бор, Ленинградская обл.",Сосновый Бор,Ленинградская обл.,,188540,1.00
"2,717","Сясьстрой, Ленинградская обл.",Сясьстрой,Ленинградская обл.,,187420,1.00
"13,109","Тайцы, Гатчинский р-он, Ленинградская обл.","Тайцы, Гатчинский р-он",Ленинградская обл.,,188340,без ограничений
"13,110","Тельмана, Тосненский р-он, Ленинградская обл.","Тельмана, Тосненский р-он",Ленинградская обл.,,187032,без ограничений
978,"Тихвин, Ленинградская обл.",Тихвин,Ленинградская обл.,,187550,1.00
"2,718","Токсово, Ленинградская обл.",Токсово,Ленинградская обл.,,188664,без ограничений
78,"Тосно, Ленинградская обл.",Тосно,Ленинградская обл.,,187000,1.00
"2,719","Ульяновка, Ленинградская обл.",Ульяновка,Ленинградская обл.,,187010,без ограничений
"2,720","Усть-Луга, Ленинградская обл.",Усть-Луга,Ленинградская обл.,,188463,1.00
"2,721","Форносово, Ленинградская обл.",Форносово,Ленинградская обл.,,187022,без ограничений
"2,722","Шлиссельбург, Ленинградская обл.",Шлиссельбург,Ленинградская обл.,,187320,без ограничений
"3,187","Шум, Ленинградская обл.",Шум,Ленинградская обл.,,187350,1.00
"13,409","Юкки, Всеволожский р-н, Ленинградская обл.","Юкки, Всеволожский р-н",Ленинградская обл.,,188652,1.00
"13,059","Янино, Ленинградская обл.",Янино,Ленинградская обл.,,188689,без ограничений
"2,734","Боринское, Липецкая обл.",Боринское,Липецкая обл.,,398510,без ограничений
930,"Грязи, Липецкая обл.",Грязи,Липецкая обл.,,399050,без ограничений
"1,579","Данков, Липецкая обл.",Данков,Липецкая обл.,,399850,1.00
358,"Добринка, Липецкая обл.",Добринка,Липецкая обл.,,399430,1.00
359,"Доброе, Липецкая обл.",Доброе,Липецкая обл.,,399140,1.00
"13,331","Долгоруково, Липецкая обл.",Долгоруково,Липецкая обл.,,399510,1.00
362,"Елец, Липецкая обл.",Елец,Липецкая обл.,,399770,1.00
"13,123","Жерновное, Липецкая обл.",Жерновное,Липецкая обл.,,399520,1.00
365,"Задонск, Липецкая обл.",Задонск,Липецкая обл.,,399200,1.00
"13,365","Измалково, Липецкая обл.",Измалково,Липецкая обл.,,399000,1.00
"13,323","Казинка, Грязинский р-н, Липецкая обл.","Казинка, Грязинский р-н",Липецкая обл.,,399071,1.00
"13,322","Косыревка, Липецкая обл.",Косыревка,Липецкая обл.,,398516,1.00
"1,580","Красное, Липецкая обл.",Красное,Липецкая обл.,,399670,1.00
"13,321","Кузьминские Отвержки, Липецкая обл.",Кузьминские Отвержки,Липецкая обл.,,398501,1.00
361,"Лебедянь, Липецкая обл.",Лебедянь,Липецкая обл.,,399610,1.00
"2,736","Лев Толстой, Липецкая обл.",Лев Толстой,Липецкая обл.,,399870,1.00
"2,735","Ленино, Липецкая обл.",Ленино,Липецкая обл.,,398531,без ограничений
320,Липецк,Липецк,Липецкая обл.,,398000,без ограничений
"1,581","Подгорное, Липецкая обл.",Подгорное,Липецкая обл.,,398532,без ограничений
"2,737","Сенцово, Липецкая обл.",Сенцово,Липецкая обл.,,398540,1.00
"13,430","Становое, Липецкая обл.",Становое,Липецкая обл.,,399710,1.00
367,"Тербуны, Липецкая обл.",Тербуны,Липецкая обл.,,399540,1.00
366,"Усмань, Липецкая обл.",Усмань,Липецкая обл.,,399370,1.00
370,"Хлевное, Липецкая обл.",Хлевное,Липецкая обл.,,399260,1.00
368,"Чаплыгин, Липецкая обл.",Чаплыгин,Липецкая обл.,,399900,1.00
"13,397","Частая Дубрава, Липецкая обл.",Частая Дубрава,Липецкая обл.,,398513,без ограничений
314,Магадан,Магадан,Магаданская обл.,*,685000,без ограничений
"2,738","Ола, Магаданская обл.",Ола,Магаданская обл.,,686010,1.00
"2,741","Омсукчан, Магаданская обл.",Омсукчан,Магаданская обл.,,686410,1.00
"2,743","Палатка, Магаданская обл.",Палатка,Магаданская обл.,,686111,1.00
"13,142","Пионерный, Магаданская обл.",Пионерный,Магаданская обл.,,686000,1.00
"2,739","Снежная Долина, Магаданская обл.",Снежная Долина,Магаданская обл.,,,1.00
"13,143","Снежный, Магаданская обл.",Снежный,Магаданская обл.,,,1.00
"2,740","Сокол, Магаданская обл.",Сокол,Магаданская обл.,,685918,1.00
